id,Study,Year,PDF link,PDF path,type,tp,fn,fp,tn,n_pos,n_neg,Unit,Modality,Reference standard,Region,Validation type,Design (prospective),Vendor involvement,Glaucoma target,Glaucoma superclass,Age (glaucoma),Prevalence,AI algorithm,Source sheet
72,Ran (2019),2019,projects/glaucoma-dl-dta-nma/pdfs/Ran (2019).pdf,04_fulltext/pdfs/Ran (2019).pdf,Support vector machine (pretraining dataset only),45,69,7,75,114,82,eye,OCT,structural+functional,Asia,internal,mixed,no,confirmed,POAG,58.0,0.582,SVM with radial basis function,claude_pdf
73,Ran (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Ran (2020).pdf,04_fulltext/pdfs/Ran (2020).pdf,OCT specialist,62,2,1,35,64,36,eye,OCT,expert ophthalmologist,North America,internal,cross-sectional,yes,confirmed,unspecified,55.5,0.64,,claude_pdf
74,Rodriguez-Robles (2023),2023,projects/glaucoma-dl-dta-nma/pdfs/Rodriguez-Robles (2023).pdf,04_fulltext/pdfs/Rodriguez-Robles (2023).pdf,"Decision Tree (OCT MSP|Δ|, MNS=10, C(FN)=2.2)",38,9,19,142,47,161,patient,combined,expert ophthalmologist,Europe,internal,retrospective,no,confirmed,unspecified,61.61,0.226,Decision Tree,claude_pdf
74,Rodriguez-Robles (2023),2023,projects/glaucoma-dl-dta-nma/pdfs/Rodriguez-Robles (2023).pdf,04_fulltext/pdfs/Rodriguez-Robles (2023).pdf,"SVM (All RET + |δ|,|Δ| OCT, C(FN)=3.8)",39,8,30,131,47,161,patient,combined,expert ophthalmologist,Europe,internal,retrospective,no,confirmed,unspecified,61.61,0.226,Support Vector Machine,claude_pdf
75,Saeed (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Saeed (2024).pdf,04_fulltext/pdfs/Saeed (2024).pdf,"ChatGPT-4 (multimodal, no fine-tuning)",20,20,20,340,40,360,image,fundus,structural+functional,Asia,external,retrospective,no,confirmed,mixed,n/r,0.1,ChatGPT-4 multimodal LLM (GPT-4V),claude_pdf
76,Sanchez (2022),2022,projects/glaucoma-dl-dta-nma/pdfs/Sanchez (2022).pdf,04_fulltext/pdfs/Sanchez (2022).pdf,CNN,726,63,37,881,789,918,image,fundus,expert ophthalmologist,Europe,internal,retrospective,no,confirmed,unspecified,n/r,0.462,CNN (2 conv layers 32/64 filters + MLP 1024),claude_pdf
76,Sanchez (2022),2022,projects/glaucoma-dl-dta-nma/pdfs/Sanchez (2022).pdf,04_fulltext/pdfs/Sanchez (2022).pdf,CapsNet,734,55,46,872,789,918,image,fundus,expert ophthalmologist,Europe,internal,retrospective,no,confirmed,unspecified,n/r,0.462,Capsule Network (PrimaryCaps + DigitCaps + MLP),claude_pdf
76,Sanchez (2022),2022,projects/glaucoma-dl-dta-nma/pdfs/Sanchez (2022).pdf,04_fulltext/pdfs/Sanchez (2022).pdf,CDAE,702,87,37,881,789,918,image,fundus,expert ophthalmologist,Europe,internal,retrospective,no,confirmed,unspecified,n/r,0.462,Convolutional Denoising Autoencoder,claude_pdf
76,Sanchez (2022),2022,projects/glaucoma-dl-dta-nma/pdfs/Sanchez (2022).pdf,04_fulltext/pdfs/Sanchez (2022).pdf,"Ensemble (K-NN voting, K=10)",742,47,28,890,789,918,image,fundus,expert ophthalmologist,Europe,internal,retrospective,no,confirmed,unspecified,n/r,0.462,Soft-voting ensemble of CNN + CapsNet + CDAE with K-NN weighting,claude_pdf
77,Senthil (2025),2025,projects/glaucoma-dl-dta-nma/pdfs/Senthil (2025).pdf,04_fulltext/pdfs/Senthil (2025).pdf,Medios Glaucoma AI,148,14,3,48,162,51,patient,fundus,structural+functional,Asia,external,prospective,yes,referable,mixed,55,0.761,Deep learning (cup-disc segmentation + binary classification CNN),claude_pdf
78,Serte (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Serte (2020).pdf,04_fulltext/pdfs/Serte (2020).pdf,AlexNet (no saliency),203,25,31,205,228,236,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.49,AlexNet,claude_pdf
78,Serte (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Serte (2020).pdf,04_fulltext/pdfs/Serte (2020).pdf,ResNet-50 (no saliency),203,25,28,208,228,236,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.49,ResNet-50,claude_pdf
78,Serte (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Serte (2020).pdf,04_fulltext/pdfs/Serte (2020).pdf,ResNet-152 (no saliency),171,57,14,222,228,236,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.49,ResNet-152,claude_pdf
78,Serte (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Serte (2020).pdf,04_fulltext/pdfs/Serte (2020).pdf,AlexNet + graph-based saliency,212,16,28,208,228,236,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.49,AlexNet + graph-based saliency,claude_pdf
78,Serte (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Serte (2020).pdf,04_fulltext/pdfs/Serte (2020).pdf,ResNet-50 + graph-based saliency,217,11,40,196,228,236,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.49,ResNet-50 + graph-based saliency,claude_pdf
78,Serte (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Serte (2020).pdf,04_fulltext/pdfs/Serte (2020).pdf,ResNet-152 + graph-based saliency,212,16,35,201,228,236,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.49,ResNet-152 + graph-based saliency,claude_pdf
78,Serte (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Serte (2020).pdf,04_fulltext/pdfs/Serte (2020).pdf,Ensemble AlexNet+ResNet-50 (SP) + saliency,187,41,21,215,228,236,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.49,Ensemble (AlexNet+ResNet-50) Sum-of-Probabilities + saliency,claude_pdf
78,Serte (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Serte (2020).pdf,04_fulltext/pdfs/Serte (2020).pdf,Ensemble AlexNet+ResNet-50 (PP) + saliency,196,32,26,210,228,236,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.49,Ensemble (AlexNet+ResNet-50) Product-of-Probabilities + saliency,claude_pdf
78,Serte (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Serte (2020).pdf,04_fulltext/pdfs/Serte (2020).pdf,Ensemble AlexNet+ResNet-50 (MV) + saliency,217,11,40,196,228,236,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.49,Ensemble (AlexNet+ResNet-50) Majority-Voting + saliency,claude_pdf
78,Serte (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Serte (2020).pdf,04_fulltext/pdfs/Serte (2020).pdf,Ensemble AlexNet+ResNet-50 (SMP) + saliency,196,32,24,212,228,236,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.49,Ensemble (AlexNet+ResNet-50) Sum-of-Maximal-Probabilities + saliency,claude_pdf
78,Serte (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Serte (2020).pdf,04_fulltext/pdfs/Serte (2020).pdf,Ensemble AlexNet+ResNet-50+ResNet-152 (SP) + saliency,182,46,19,217,228,236,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.49,Ensemble (AlexNet+ResNet-50+ResNet-152) Sum-of-Probabilities + saliency,claude_pdf
78,Serte (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Serte (2020).pdf,04_fulltext/pdfs/Serte (2020).pdf,Ensemble AlexNet+ResNet-50+ResNet-152 (PP) + saliency,187,41,19,217,228,236,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.49,Ensemble (AlexNet+ResNet-50+ResNet-152) Product-of-Probabilities + saliency,claude_pdf
78,Serte (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Serte (2020).pdf,04_fulltext/pdfs/Serte (2020).pdf,Ensemble AlexNet+ResNet-50+ResNet-152 (MV) + saliency,203,25,35,201,228,236,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.49,Ensemble (AlexNet+ResNet-50+ResNet-152) Majority-Voting + saliency,claude_pdf
78,Serte (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Serte (2020).pdf,04_fulltext/pdfs/Serte (2020).pdf,Ensemble AlexNet+ResNet-50+ResNet-152 (SMP) + saliency,196,32,24,212,228,236,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.49,Ensemble (AlexNet+ResNet-50+ResNet-152) Sum-of-Maximal-Probabilities + saliency,claude_pdf
79,Serte (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Serte (2021).pdf,04_fulltext/pdfs/Serte (2021).pdf,EffUnet-SpaGen (ORIGA),83,1,6,235,84,241,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.258,EffUnet (EfficientNet-B1 U-Net) + SpaGen generative model,claude_pdf
79,Serte (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Serte (2021).pdf,04_fulltext/pdfs/Serte (2021).pdf,EffUnet-SpaGen (DRISHTI),12,1,3,35,13,38,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.258,EffUnet (EfficientNet-B1 U-Net) + SpaGen generative model,claude_pdf
80,Shehryar (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Shehryar (2020).pdf,04_fulltext/pdfs/Shehryar (2020).pdf,HSF module (Hybrid Structural Features),24,4,8,14,28,22,image,combined,expert ophthalmologist,Asia,internal,cross-sectional,no,confirmed,unspecified,n/r,0.56,"SVM with structural features (CDR, RDR, cup shape)",claude_pdf
80,Shehryar (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Shehryar (2020).pdf,04_fulltext/pdfs/Shehryar (2020).pdf,HTF module (Hybrid Textural Features),24,4,4,18,28,22,image,combined,expert ophthalmologist,Asia,internal,cross-sectional,no,confirmed,unspecified,n/r,0.56,"SVM with 115 textural/intensity features (GLCM, DWT, SFTA, color moments)",claude_pdf
80,Shehryar (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Shehryar (2020).pdf,04_fulltext/pdfs/Shehryar (2020).pdf,OCT module,26,2,1,21,28,22,image,combined,expert ophthalmologist,Asia,internal,cross-sectional,no,confirmed,unspecified,n/r,0.56,Rule-based CDR from ILM/RPE layer segmentation on SD-OCT,claude_pdf
80,Shehryar (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Shehryar (2020).pdf,04_fulltext/pdfs/Shehryar (2020).pdf,H-CAD (Hybrid CAD: fundus+OCT fusion),28,0,2,20,28,22,image,combined,expert ophthalmologist,Asia,internal,cross-sectional,no,confirmed,unspecified,n/r,0.56,Decision fusion of HSF + HTF + OCT modules,claude_pdf
81,Shin (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Shin (2021).pdf,04_fulltext/pdfs/Shin (2021).pdf,ResNet-50 (referable glaucoma),46,12,55,492,58,547,image,fundus,expert ophthalmologist,Asia,internal,retrospective,yes,referable,unspecified,55.7,0.096,ResNet-50,claude_pdf
82,Shoukat (2023),2023,projects/glaucoma-dl-dta-nma/pdfs/Shoukat (2023).pdf,04_fulltext/pdfs/Shoukat (2023).pdf,ResNet-50 (G1020),294,2,25,699,296,724,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.29,"ResNet-50 (transfer learning, grayscale fundus)",claude_pdf
83,Shyamalee (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Shyamalee (2024).pdf,04_fulltext/pdfs/Shyamalee (2024).pdf,Attention U-Net (ResNet50) + modified Inception V3,394,2,24,522,396,546,image,fundus,expert ophthalmologist,mixed,internal,retrospective,no,confirmed,unspecified,n/r,0.42,Attention U-Net with ResNet50 backbone for segmentation + modified Inception V3 for classification,claude_pdf
84,Sidhu (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Sidhu (2024).pdf,04_fulltext/pdfs/Sidhu (2024).pdf,ResNet50V2 (Lobe),365,75,107,428,440,535,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,57.9,0.451,"ResNet50V2 (CNN, Microsoft Lobe)",claude_pdf
85,Singh (2022),2022,projects/glaucoma-dl-dta-nma/pdfs/Singh (2022).pdf,04_fulltext/pdfs/Singh (2022).pdf,CPSO+KNN (univariate),24,1,3,82,25,85,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,53.5,0.231,Customized PSO feature selection + K-nearest neighbour classifier,claude_pdf
86,Song (2025),2025,projects/glaucoma-dl-dta-nma/pdfs/Song (2025).pdf,04_fulltext/pdfs/Song (2025).pdf,Concatenated CNN+ANN (Model 3),515,51,51,799,566,850,image,combined,structural+functional,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.40,"Concatenated CNN (fundus) + ANN (WA_MT, WA_RNFL)",claude_pdf
86,Song (2025),2025,projects/glaucoma-dl-dta-nma/pdfs/Song (2025).pdf,04_fulltext/pdfs/Song (2025).pdf,CNN only (Model 1),498,68,94,756,566,850,image,combined,structural+functional,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.40,CNN (fundus image),claude_pdf
86,Song (2025),2025,projects/glaucoma-dl-dta-nma/pdfs/Song (2025).pdf,04_fulltext/pdfs/Song (2025).pdf,ANN only (Model 2),379,187,264,586,566,850,image,combined,structural+functional,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.40,"ANN (WA_MT, WA_RNFL)",claude_pdf
87,Sreng (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Sreng (2021).pdf,04_fulltext/pdfs/Sreng (2021).pdf,VGG16,224,155,111,205,379,316,image,fundus,expert ophthalmologist,Oceania,internal,cross-sectional,no,confirmed,mixed,56.9,0.545,"VGG16 CNN (transfer learning, ImageNet)",claude_pdf
87,Sreng (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Sreng (2021).pdf,04_fulltext/pdfs/Sreng (2021).pdf,ResNet50,269,110,76,240,379,316,image,fundus,expert ophthalmologist,Oceania,internal,cross-sectional,no,confirmed,mixed,56.9,0.545,"ResNet50 CNN (transfer learning, ImageNet)",claude_pdf
87,Sreng (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Sreng (2021).pdf,04_fulltext/pdfs/Sreng (2021).pdf,VGG16 + LSTM,360,19,13,303,379,316,image,fundus,expert ophthalmologist,Oceania,internal,cross-sectional,no,confirmed,mixed,56.9,0.545,VGG16 CNN + LSTM RNN (spatial+temporal on fundus video),claude_pdf
87,Sreng (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Sreng (2021).pdf,04_fulltext/pdfs/Sreng (2021).pdf,ResNet50 + LSTM,337,42,9,307,379,316,image,fundus,expert ophthalmologist,Oceania,internal,cross-sectional,no,confirmed,mixed,56.9,0.545,ResNet50 CNN + LSTM RNN (spatial+temporal on fundus video),claude_pdf
88,Szanto (2025),2025,projects/glaucoma-dl-dta-nma/pdfs/Szanto (2025).pdf,04_fulltext/pdfs/Szanto (2025).pdf,ResNet-3D-18 Model A (entire OCT volume),1675,164,56,5119,1839,5175,image,OCT,other,North America,internal,cross-sectional,no,confirmed,unspecified,54.2,0.082,"ResNet-3D-18 (3D CNN, full unsegmented volume)",claude_pdf
88,Szanto (2025),2025,projects/glaucoma-dl-dta-nma/pdfs/Szanto (2025).pdf,04_fulltext/pdfs/Szanto (2025).pdf,ResNet-3D-18 Model B (peripapillary region only),1592,247,93,5082,1839,5175,image,OCT,other,North America,internal,cross-sectional,no,confirmed,unspecified,54.2,0.082,ResNet-3D-18 with ONH-occluding cylindrical mask (PPR only),claude_pdf
88,Szanto (2025),2025,projects/glaucoma-dl-dta-nma/pdfs/Szanto (2025).pdf,04_fulltext/pdfs/Szanto (2025).pdf,ResNet-3D-18 Model C (ONH only),1674,165,63,5112,1839,5175,image,OCT,other,North America,internal,cross-sectional,no,confirmed,unspecified,54.2,0.082,ResNet-3D-18 with PPR-occluding mask (ONH-only),claude_pdf
89,Tantisevi (2025),2025,projects/glaucoma-dl-dta-nma/pdfs/Tantisevi (2025).pdf,04_fulltext/pdfs/Tantisevi (2025).pdf,DeiT-S + Polar + Pie (proposed),80,6,6,114,86,120,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,screening,unspecified,n/r,0.308,"DeiT-S (Data-efficient image Transformer, vision transformer)",claude_pdf
89,Tantisevi (2025),2025,projects/glaucoma-dl-dta-nma/pdfs/Tantisevi (2025).pdf,04_fulltext/pdfs/Tantisevi (2025).pdf,ConvNeXt-S + Local + Donut,78,8,9,111,86,120,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,screening,unspecified,n/r,0.308,ConvNeXt-S (CNN),claude_pdf
89,Tantisevi (2025),2025,projects/glaucoma-dl-dta-nma/pdfs/Tantisevi (2025).pdf,04_fulltext/pdfs/Tantisevi (2025).pdf,ConvNeXt-S + Polar + Donut,81,5,4,116,86,120,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,screening,unspecified,n/r,0.308,ConvNeXt-S (CNN),claude_pdf
89,Tantisevi (2025),2025,projects/glaucoma-dl-dta-nma/pdfs/Tantisevi (2025).pdf,04_fulltext/pdfs/Tantisevi (2025).pdf,DeiT-S + Polar + Donut,75,11,7,113,86,120,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,screening,unspecified,n/r,0.308,DeiT-S (vision transformer),claude_pdf
90,Thompson (2019),2019,projects/glaucoma-dl-dta-nma/pdfs/Thompson (2019).pdf,04_fulltext/pdfs/Thompson (2019).pdf,ResNet34 DL (OCT-trained),1765,557,198,3772,2322,3970,image,fundus,structural+functional,North America,internal,cross-sectional,no,confirmed,POAG,64.0,0.369,ResNet34 CNN,claude_pdf
91,Upadhyaya (2025),2025,projects/glaucoma-dl-dta-nma/pdfs/Upadhyaya (2025).pdf,04_fulltext/pdfs/Upadhyaya (2025).pdf,Medios AI-Glaucoma (conservative criterion),20,2,19,258,22,277,patient,fundus,expert ophthalmologist,Asia,external,prospective,yes,referable,unspecified,45,0.074,Deep convolutional neural network (Medios offline Glaucoma AI on Remidio FOP NM-10),claude_pdf
92,Upadhyaya (2025b),2025b,projects/glaucoma-dl-dta-nma/pdfs/Upadhyaya (2025b).pdf,04_fulltext/pdfs/Upadhyaya (2025b).pdf,Medios AI-Glaucoma (offline),20,2,19,258,22,277,patient,fundus,expert ophthalmologist,Asia,external,prospective,yes,referable,unspecified,45,0.074,"Deep convolutional neural network (Medios offline glaucoma AI, smartphone-based)",claude_pdf
93,Wang (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Wang (2021).pdf,04_fulltext/pdfs/Wang (2021).pdf,ONH-AlexNet,286,53,18,329,339,347,image,fundus,expert ophthalmologist,mixed,internal,cross-sectional,no,confirmed,unspecified,n/r,0.494,"AlexNet (transfer learning, 2D ONH)",claude_pdf
93,Wang (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Wang (2021).pdf,04_fulltext/pdfs/Wang (2021).pdf,3D map-AlexNet,278,61,17,330,339,347,image,fundus,expert ophthalmologist,mixed,internal,cross-sectional,no,confirmed,unspecified,n/r,0.494,"AlexNet (transfer learning, 3D SFS topography)",claude_pdf
93,Wang (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Wang (2021).pdf,04_fulltext/pdfs/Wang (2021).pdf,AU ONH-AlexNet,296,43,16,331,339,347,image,fundus,expert ophthalmologist,mixed,internal,cross-sectional,no,confirmed,unspecified,n/r,0.494,"AlexNet (transfer learning, augmented 2D ONH)",claude_pdf
93,Wang (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Wang (2021).pdf,04_fulltext/pdfs/Wang (2021).pdf,ONH-VGG16,291,48,16,331,339,347,image,fundus,expert ophthalmologist,mixed,internal,cross-sectional,no,confirmed,unspecified,n/r,0.494,"VGG-16 (transfer learning, 2D ONH)",claude_pdf
93,Wang (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Wang (2021).pdf,04_fulltext/pdfs/Wang (2021).pdf,3D map-VGG16,303,36,12,335,339,347,image,fundus,expert ophthalmologist,mixed,internal,cross-sectional,no,confirmed,unspecified,n/r,0.494,"VGG-16 (transfer learning, 3D SFS topography)",claude_pdf
93,Wang (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Wang (2021).pdf,04_fulltext/pdfs/Wang (2021).pdf,AU ONH-VGG16,307,32,7,340,339,347,image,fundus,expert ophthalmologist,mixed,internal,cross-sectional,no,confirmed,unspecified,n/r,0.494,"VGG-16 (transfer learning, augmented 2D ONH)",claude_pdf
94,Wei (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Wei (2024).pdf,04_fulltext/pdfs/Wei (2024).pdf,ResNet152,176,24,29,1371,200,1400,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.125,ResNet152,claude_pdf
94,Wei (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Wei (2024).pdf,04_fulltext/pdfs/Wei (2024).pdf,DenseNet121,164,36,90,1310,200,1400,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.125,DenseNet121,claude_pdf
94,Wei (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Wei (2024).pdf,04_fulltext/pdfs/Wei (2024).pdf,MobileNetV3,162,38,133,1267,200,1400,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.125,MobileNetV3_small,claude_pdf
94,Wei (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Wei (2024).pdf,04_fulltext/pdfs/Wei (2024).pdf,ShufflenetV2,158,42,116,1284,200,1400,image,fundus,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.125,ShuffleNet_v2_x0_5,claude_pdf
95,Wu (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Wu (2024).pdf,04_fulltext/pdfs/Wu (2024).pdf,Dual-modal fusion network (Inception v3 + ANN),19,6,1,81,25,82,eye,combined,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,47.4,0.216,Inception v3 (fundus) + ANN MLP (30-RNFL),claude_pdf
95,Wu (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Wu (2024).pdf,04_fulltext/pdfs/Wu (2024).pdf,OCT Net (ANN on 30-RNFL),18,7,3,79,25,82,eye,combined,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,47.4,0.216,ANN (3-layer MLP),claude_pdf
95,Wu (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Wu (2024).pdf,04_fulltext/pdfs/Wu (2024).pdf,Clock sectors + SVM (RNFL),15,10,9,73,25,82,eye,combined,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,47.4,0.216,SVM (Clock 4-sector RNFL),claude_pdf
95,Wu (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Wu (2024).pdf,04_fulltext/pdfs/Wu (2024).pdf,ISNT sectors + SVM (RNFL),17,8,4,78,25,82,eye,combined,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,47.4,0.216,SVM (ISNT 4-sector RNFL),claude_pdf
95,Wu (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Wu (2024).pdf,04_fulltext/pdfs/Wu (2024).pdf,OD sectors + SVM (RNFL),16,9,5,77,25,82,eye,combined,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,47.4,0.216,SVM (OD 4-sector RNFL),claude_pdf
95,Wu (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Wu (2024).pdf,04_fulltext/pdfs/Wu (2024).pdf,"Image Net (Inception v3, fundus only)",13,12,6,76,25,82,eye,combined,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,47.4,0.216,Inception v3,claude_pdf
95,Wu (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Wu (2024).pdf,04_fulltext/pdfs/Wu (2024).pdf,ResNet50 (fundus only),10,15,5,77,25,82,eye,combined,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,47.4,0.216,ResNet50,claude_pdf
95,Wu (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Wu (2024).pdf,04_fulltext/pdfs/Wu (2024).pdf,VGG16 (fundus only),12,13,6,76,25,82,eye,combined,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,47.4,0.216,VGG16,claude_pdf
96,Xiong (2025),2025,projects/glaucoma-dl-dta-nma/pdfs/Xiong (2025).pdf,04_fulltext/pdfs/Xiong (2025).pdf,Multi-GlaucNet (REFUGE),13,1,3,103,14,106,image,fundus,expert ophthalmologist,mixed,internal,retrospective,no,confirmed,unspecified,n/r,n/r,Multi-task CNN (U-Net OD+vessel segmentation + ResNet50 detection),claude_pdf
96,Xiong (2025),2025,projects/glaucoma-dl-dta-nma/pdfs/Xiong (2025).pdf,04_fulltext/pdfs/Xiong (2025).pdf,Multi-GlaucNet (ACRIMA),33,0,1,25,33,26,image,fundus,expert ophthalmologist,mixed,internal,retrospective,no,confirmed,unspecified,n/r,n/r,Multi-task CNN (U-Net OD+vessel segmentation + ResNet50 detection),claude_pdf
97,Xu (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Xu (2021).pdf,04_fulltext/pdfs/Xu (2021).pdf,TIA-Net (Tongren internal),745,132,132,873,877,1005,image,fundus,expert ophthalmologist,Asia,external,retrospective,no,confirmed,unspecified,n/r,0.466,"Transfer Induced Attention Network (CNN + channel-wise attention + MMD, cataract-pretrained)",claude_pdf
97,Xu (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Xu (2021).pdf,04_fulltext/pdfs/Xu (2021).pdf,TIA-Net (ORIGA external),660,217,229,776,877,1005,image,fundus,expert ophthalmologist,Asia,external,retrospective,no,confirmed,unspecified,n/r,0.466,"Transfer Induced Attention Network (CNN + channel-wise attention + MMD, cataract-pretrained)",claude_pdf
98,Xu (2025),2025,projects/glaucoma-dl-dta-nma/pdfs/Xu (2025).pdf,04_fulltext/pdfs/Xu (2025).pdf,PK-Net (BFNet) - PAPILA,77,10,21,312,87,333,image,fundus,combined criteria,Asia,mixed,retrospective,no,screening,unspecified,n/r,n/r,BFNet (dual-path ConvNeXt-Tiny with binocular fusion),claude_pdf
98,Xu (2025),2025,projects/glaucoma-dl-dta-nma/pdfs/Xu (2025).pdf,04_fulltext/pdfs/Xu (2025).pdf,PK-Net (BFNet) - OIA-ODIR,78,13,27,138,91,165,image,fundus,combined criteria,Asia,mixed,retrospective,no,screening,unspecified,n/r,n/r,BFNet (dual-path ConvNeXt-Tiny with binocular fusion),claude_pdf
98,Xu (2025),2025,projects/glaucoma-dl-dta-nma/pdfs/Xu (2025).pdf,04_fulltext/pdfs/Xu (2025).pdf,PK-Net (GloLocNet) - ORIGA→REFUGE external,63,17,80,640,80,720,image,fundus,combined criteria,Asia,mixed,retrospective,no,screening,unspecified,n/r,n/r,GloLocNet (dual-path ConvNeXt-Tiny with triple-loss fusion),claude_pdf
98,Xu (2025),2025,projects/glaucoma-dl-dta-nma/pdfs/Xu (2025).pdf,04_fulltext/pdfs/Xu (2025).pdf,PK-Net (GloLocNet) - GAMMA,38,12,4,46,50,50,image,fundus,combined criteria,Asia,mixed,retrospective,no,screening,unspecified,n/r,n/r,GloLocNet (dual-path ConvNeXt-Tiny with triple-loss fusion),claude_pdf
